artist,city,state,population
Lillian Axe,New Orleans,Louisiana,1020886
Kingdom of Sorrow,New Orleans,Louisiana,1020886
Special Interest,New Orleans,Louisiana,1020886
Stuart Hamm,New Orleans,Louisiana,1020886
Exhorder,New Orleans,Louisiana,1020886
Mutemath,New Orleans,Louisiana,1020886
Earthsuit,New Orleans,Louisiana,1020886
Jarboe,New Orleans,Louisiana,1020886
The Twilight Singers,New Orleans,Louisiana,1020886
Abigail's Ghost,New Orleans,Louisiana,1020886
Lil Wayne,New Orleans,Louisiana,1020886
Cire,New Orleans,Louisiana,1020886
Belong,New Orleans,Louisiana,1020886
The For Carnation,Louisville,Kentucky,1005654
Shipping News,Louisville,Kentucky,1005654
Elliott,Louisville,Kentucky,1005654
Coliseum,Louisville,Kentucky,1005654
Bastro,Louisville,Kentucky,1005654
Breather Resist,Louisville,Kentucky,1005654
Emanuel,Louisville,Kentucky,1005654
Panopticon,Louisville,Kentucky,1005654
Artifex Pereo,Louisville,Kentucky,1005654
Aerial M,Louisville,Kentucky,1005654
Young Widows,Louisville,Kentucky,1005654
Rachel's,Louisville,Kentucky,1005654
June of 44,Louisville,Kentucky,1005654
Rodan,Louisville,Kentucky,1005654
Inclination,Louisville,Kentucky,1005654
My Morning Jacket,Louisville,Kentucky,1005654
Squirrel Bait,Louisville,Kentucky,1005654
Slint,Louisville,Kentucky,1005654
Tantric,Louisville,Kentucky,1005654
Five.Bolt.Main,Louisville,Kentucky,1005654
Flaw,Louisville,Kentucky,1005654
Mansions,Louisville,Kentucky,1005654
J.J. Cale,Oklahoma City,Oklahoma,972943
Red City Radio,Oklahoma City,Oklahoma,972943
Hinder,Oklahoma City,Oklahoma,972943
Chat Pile,Oklahoma City,Oklahoma,972943
The Flaming Lips,Oklahoma City,Oklahoma,972943
Cursetheknife,Oklahoma City,Oklahoma,972943
John Mayer,Bridgeport,Connecticut,924449
Hatebreed,Bridgeport,Connecticut,924449
Mercury Rev,Buffalo,New York,914341
Better Lovers,Buffalo,New York,914341
Vincent Gallo,Buffalo,New York,914341
Julie Byrne,Buffalo,New York,914341
The Reign of Kindo,Buffalo,New York,914341
Cute Is What We Aim For,Buffalo,New York,914341
The Bunny The Bear,Buffalo,New York,914341
The Daysleepers,Buffalo,New York,914341
Goo Goo Dolls,Buffalo,New York,914341
moe.,Buffalo,New York,914341
Buried Alive,Buffalo,New York,914341
Lemuria,Buffalo,New York,914341
Future Leaders of the World,Buffalo,New York,914341
Snapcase,Buffalo,New York,914341
Banished,Buffalo,New York,914341
Every Time I Die,Buffalo,New York,914341
Baphomet,Buffalo,New York,914341
Malevolent Creation,Buffalo,New York,914341
Damiera,Buffalo,New York,914341
Ani DiFranco,Buffalo,New York,914341
Cannibal Corpse,Buffalo,New York,914341
It Dies Today,Buffalo,New York,914341
Toadies,Fort Worth,Texas,909585
Kelly Clarkson,Fort Worth,Texas,909585
Sky Eats Airplane,Fort Worth,Texas,909585
Shawn Phillips,Fort Worth,Texas,909585
"Oh, Sleeper",Fort Worth,Texas,909585
Artist Vs Poet,Fort Worth,Texas,909585
Turbid North,Fort Worth,Texas,909585
Townes Van Zandt,Fort Worth,Texas,909585
Boundaries,Hartford,Connecticut,905152
Shadow Of Intent,Hartford,Connecticut,905152
Invocation of Nehek,Hartford,Connecticut,905152
Fates Warning,Hartford,Connecticut,905152
Sorority Noise,Hartford,Connecticut,905152
Calexico,Tucson,Arizona,888486
Harlem,Tucson,Arizona,888486
Carissa's Wierd,Tucson,Arizona,888486
Machines of Loving Grace,Tucson,Arizona,888486
Linda Ronstadt,Tucson,Arizona,888486
Atrophy,Tucson,Arizona,888486
The Bled,Tucson,Arizona,888486
Giant Sand,Tucson,Arizona,888486
Ashbury,Tucson,Arizona,888486
Versus The Mirror,Tucson,Arizona,888486
Tim Kasher,Omaha,Nebraska,847819
Conor Oberst,Omaha,Nebraska,847819
Cursive,Omaha,Nebraska,847819
311,Omaha,Nebraska,847819
The Faint,Omaha,Nebraska,847819
Elliott Smith,Omaha,Nebraska,847819
Bright Eyes,Omaha,Nebraska,847819
Tilly and the Wall,Omaha,Nebraska,847819
The Good Life,Omaha,Nebraska,847819
The Mars Volta,El Paso,Texas,843386
Cigarettes After Sex,El Paso,Texas,843386
Torture,El Paso,Texas,843386
Sparta,El Paso,Texas,843386
Sleepercar,El Paso,Texas,843386
Bosnian Rainbows,El Paso,Texas,843386
At the Drive-In,El Paso,Texas,843386
Zechs Marquise,El Paso,Texas,843386
Omar Rodriguez-Lopez,El Paso,Texas,843386
Israel Kamakawiwo'ole,Honolulu,Hawaii,820987
Chokebore,Honolulu,Hawaii,820987
Bruno Mars,Honolulu,Hawaii,820987
Scarlett O'Hara,McAllen,Texas,804114
Flake Music,Albuquerque,New Mexico,761195
A Hawk And A Hacksaw,Albuquerque,New Mexico,761195
The Shins,Albuquerque,New Mexico,761195
Last House on the Left,Albuquerque,New Mexico,761195
Demi Lovato,Albuquerque,New Mexico,761195
P.S. Eliot,Birmingham,Alabama,739573
Remy Zero,Birmingham,Alabama,739573
Waxahatchee,Birmingham,Alabama,739573
Maylene and the Sons of Disaster,Birmingham,Alabama,739573
Haste,Birmingham,Alabama,739573
Ghost Atlas,Birmingham,Alabama,739573
Pink Siifu,Birmingham,Alabama,739573
ERRA,Birmingham,Alabama,739573
Rob Thomas,Sarasota,Florida,722243
Burden of a Day,Sarasota,Florida,722243
Atheist,Sarasota,Florida,722243
Crimson Glory,Sarasota,Florida,722243
Brainiac,Dayton,Ohio,718353
Harlots,Dayton,Ohio,718353
The Raging Nathans,Dayton,Ohio,718353
Hawthorne Heights,Dayton,Ohio,718353
Dead Poetic,Dayton,Ohio,718353
The Amps,Dayton,Ohio,718353
Brother Von Doom,Dayton,Ohio,718353
Agraceful,Dayton,Ohio,718353
Rune,Dayton,Ohio,718353
Mona,Dayton,Ohio,718353
The Devil Wears Prada,Dayton,Ohio,718353
Mouth Of The Architect,Dayton,Ohio,718353
Guided by Voices,Dayton,Ohio,718353
The Breeders,Dayton,Ohio,718353
Twelve Tribes,Dayton,Ohio,718353
Robert Pollard,Dayton,Ohio,718353
The Mayan Factor,Rochester,New York,703952
Undeath,Rochester,New York,703952
Lethargy,Rochester,New York,703952
King Buffalo,Rochester,New York,703952
Contrarian,Rochester,New York,703952
Kim Gordon,Rochester,New York,703952
Lydia Lunch,Rochester,New York,703952
Sirens and Sailors,Rochester,New York,703952
Achilles,Rochester,New York,703952
Brutal Truth,Rochester,New York,703952
The Pax Cecilia,Rochester,New York,703952
Amiensus,Rochester,New York,703952
Psyopus,Rochester,New York,703952
Gary Jules,Fresno,California,703498
Artificial Language,Fresno,California,703498
Pissed Jeans,Allentown,Pennsylvania,683794
Oktober Skyline,Allentown,Pennsylvania,683794
Garth Brooks,Tulsa,Oklahoma,671033
Sarah Fimm,Tulsa,Oklahoma,671033
The Agony Scene,Tulsa,Oklahoma,671033
Capital Lights,Tulsa,Oklahoma,671033
Hanson,Tulsa,Oklahoma,671033
Pillar,Tulsa,Oklahoma,671033
Twisted Method,Cape Coral,Florida,668382
Cass McCombs,Concord,California,652308
The Avett Brothers,Concord,California,652308
Andrew McMahon in the Wilderness,Concord,California,652308
Vile,Concord,California,652308
Jag Panzer,Colorado Springs,Colorado,642413
OneRepublic,Colorado Springs,Colorado,642413
Still Remains,Grand Rapids,Michigan,609314
Mustard Plug,Grand Rapids,Michigan,609314
La Dispute,Grand Rapids,Michigan,609314
Phobia,Mission Viejo,California,590249
Falling Up,Albany,New York,586383
Drug Church,Albany,New York,586383
State Champs,Albany,New York,586383
One King Down,Albany,New York,586383
Limp Wrist,Albany,New York,586383
Prince Daddy and The Hyena,Albany,New York,586383
Superdrag,Knoxville,Tennessee,586048
Disciple,Knoxville,Tennessee,586048
10 Years,Knoxville,Tennessee,586048
Straight Line Stitch,Knoxville,Tennessee,586048
Whitechapel,Knoxville,Tennessee,586048
Brodequin,Knoxville,Tennessee,586048
Jonathan Davis,Bakersfield,California,579295
Videodrone,Bakersfield,California,579295
Korn,Bakersfield,California,579295
Adema,Bakersfield,California,579295
The Pine,Bakersfield,California,579295
Better Than Ezra,Baton Rouge,Louisiana,570308
Thou,Baton Rouge,Louisiana,570308
If These Trees Could Talk,Akron,Ohio,565208
Devo,Akron,Ohio,565208
Dan Auerbach,Akron,Ohio,565208
Joseph Arthur,Akron,Ohio,565208
Blakroc,Akron,Ohio,565208
The Black Keys,Akron,Ohio,565208
Beyond Fear,Akron,Ohio,565208
Ceschi,New Haven,Connecticut,564830
Head with Wings,New Haven,Connecticut,564830
Michael Bolton,New Haven,Connecticut,564830
Elvis Depressedly,Columbia,South Carolina,560041
Stretch Arm Strong,Columbia,South Carolina,560041
White Rabbits,Columbia,South Carolina,560041
Hootie and The Blowfish,Columbia,South Carolina,560041
Authority Zero,Mesa,Arizona,518012
Spirit Adrift,Mesa,Arizona,518012
Jimmy Eat World,Mesa,Arizona,518012
Neon Trees,Provo,Utah,500617
Four Year Strong,Worcester,Massachusetts,498328
The Hotelier,Worcester,Massachusetts,498328
Bane,Worcester,Massachusetts,498328
The J. Geils Band,Worcester,Massachusetts,498328
Olivia Rodrigo,Murrieta,California,496046
Yesterdays Rising,Murrieta,California,496046
Future Islands,Greenville,South Carolina,484465
Jars Of Clay,Greenville,South Carolina,484465
Ben Kweller,Greenville,South Carolina,484465
Nile,Greenville,South Carolina,484465
Ray Charles,Greenville,South Carolina,484465
Joe Walsh,Wichita,Kansas,482249
Manilla Road,Wichita,Kansas,482249
Premonitions of War,Toledo,Ohio,482111
Sanctus Real,Toledo,Ohio,482111
Gutted,Toledo,Ohio,482111
A Wake in Providence,Staten Island,New York,476143
Joan Baez,Staten Island,New York,476143
Pist.on,Staten Island,New York,476143
Slipknot,Des Moines,Iowa,473957
Stone Sour,Des Moines,Iowa,473957
Perfume Genius,Des Moines,Iowa,473957
Long Beach Dub Allstars,Long Beach,California,462628
Ashdautas,Long Beach,California,462628
Sublime with Rome,Long Beach,California,462628
Rival Sons,Long Beach,California,462628
Lita Ford,Long Beach,California,462628
The Deadlights,Long Beach,California,462628
Avi Buffalo,Long Beach,California,462628
I Am Ghost,Long Beach,California,462628
Cold War Kids,Long Beach,California,462628
Crystal Antlers,Long Beach,California,462628
T.S.O.L.,Long Beach,California,462628
Oso Oso,Long Beach,California,462628
Suburban Lawns,Long Beach,California,462628
Sublime,Long Beach,California,462628
Julien-K,Long Beach,California,462628
Pour Habit,Long Beach,California,462628
Pyramids,Denton,Texas,457177
Deep Blue Something,Denton,Texas,457177
Sailors With Wax Wings,Denton,Texas,457177
Memphis May Fire,Denton,Texas,457177
Midlake,Denton,Texas,457177
Creeping Death,Denton,Texas,457177
Faktion,Denton,Texas,457177
Shaolin Death Squad,Denton,Texas,457177
Iron Lung,Reno,Nevada,445020
7 Seconds,Reno,Nevada,445020
Surf Curse,Reno,Nevada,445020
December,Reno,Nevada,445020
Fuel,Harrisburg,Pennsylvania,442289
Glenn Branca,Harrisburg,Pennsylvania,442289
Handguns,Harrisburg,Pennsylvania,442289
Evanescence,Little Rock,Arkansas,439815
Pallbearer,Little Rock,Arkansas,439815
Soul Embraced,Little Rock,Arkansas,439815
Living Sacrifice,Little Rock,Arkansas,439815
Foxboro Hot Tubs,Oakland,California,433031
The Network,Oakland,California,433031
Maria BC,Oakland,California,433031
MC Lars,Oakland,California,433031
Sleepytime Gorilla Museum,Oakland,California,433031
Systematic,Oakland,California,433031
Raphael Saadiq,Oakland,California,433031
The Coup,Oakland,California,433031
American Steel,Oakland,California,433031
Impaled,Oakland,California,433031
Machine Head,Oakland,California,433031
Scott Kelly,Oakland,California,433031
Ghoul,Oakland,California,433031
Neurosis,Oakland,California,433031
Abstracter,Oakland,California,433031
Hacksaw to the Throat,Oakland,California,433031
Arkaik,Oakland,California,433031
Lionheart,Oakland,California,433031
Mountaineer,Oakland,California,433031
Until Your Heart Stops,Oakland,California,433031
Dragonlord,Oakland,California,433031
Steve Von Till,Oakland,California,433031
The Jim Yoshii Pile-Up,Oakland,California,433031
Idiot Flesh,Oakland,California,433031
Necrot,Oakland,California,433031
Abscess,Oakland,California,433031
Fearing,Oakland,California,433031
Big Kids,Oakland,California,433031
Defiance,Oakland,California,433031
All Shall Perish,Oakland,California,433031
Asunder,Oakland,California,433031
The Soft Moon,Oakland,California,433031
Heartsounds,Oakland,California,433031
Rogue Wave,Oakland,California,433031
High on Fire,Oakland,California,433031
The Matches,Oakland,California,433031
Seasick Steve,Oakland,California,433031
Betty Davis,Durham,North Carolina,424700
Des Ark,Durham,North Carolina,424700
Harp,Durham,North Carolina,424700
Glass Casket,Winston-Salem,North Carolina,422269
Ben Folds,Winston-Salem,North Carolina,422269
Codeseven,Winston-Salem,North Carolina,422269
Unida,Indio,California,417059
Home Is Where,Palm Coast,Florida,417007
Across Five Aprils,Chattanooga,Tennessee,415501
Rifles at Recess,Chattanooga,Tennessee,415501
The Mayfield Four,Spokane,Washington,412275
Architect,Syracuse,New York,404223
Brand New Sin,Syracuse,New York,404223
Post Malone,Syracuse,New York,404223
Polar Bear Club,Syracuse,New York,404223
Masters of Reality,Syracuse,New York,404223
Engineer,Syracuse,New York,404223
Ed Gein,Syracuse,New York,404223
Earth Crisis,Syracuse,New York,404223
Ra Ra Riot,Syracuse,New York,404223
From Ashes To New,Lancaster,Pennsylvania,401524
GG Allin,Lancaster,Pennsylvania,401524
We Were Skeletons,Lancaster,Pennsylvania,401524
August Burns Red,Lancaster,Pennsylvania,401524
This or the Apocalypse,Lancaster,Pennsylvania,401524
The Innocence Mission,Lancaster,Pennsylvania,401524
Century,Lancaster,Pennsylvania,401524
The Famine,Arlington,Texas,398854
Powerglove,Arlington,Texas,398854
Pantera,Arlington,Texas,398854
Rachael Yamagata,Arlington,Texas,398854
Rebel Meets Rebel,Arlington,Texas,398854
Gammacide,Arlington,Texas,398854
Solitude Aeturnus,Arlington,Texas,398854
Deceased,Arlington,Texas,398854
Barcelona,Arlington,Texas,398854
Embodyment,Arlington,Texas,398854
Pavement,Stockton,California,397264
Chris Isaak,Stockton,California,397264
Stephen Malkmus,Stockton,California,397264
Against The Current,Poughkeepsie,New York,394760
Genghis Tron,Poughkeepsie,New York,394760
Matchbook Romance,Poughkeepsie,New York,394760
If I Were You,Poughkeepsie,New York,394760
Dixie Dregs,Augusta,Georgia,390809
Veara,Augusta,Georgia,390809
Dead Confederate,Augusta,Georgia,390809
Last Chance to Reason,Augusta,Georgia,390809
Throes,Boise,Idaho,389280
Treepeople,Boise,Idaho,389280
Built to Spill,Boise,Idaho,389280
NAILS,Oxnard,California,387647
Motionless In White,Scranton,Pennsylvania,384250
"Captain, We're Sinking",Scranton,Pennsylvania,384250
Tigers Jaw,Scranton,Pennsylvania,384250
The Menzingers,Scranton,Pennsylvania,384250
Jason Lytle,Modesto,California,383134
Depswa,Modesto,California,383134
Grandaddy,Modesto,California,383134
Whirr,Modesto,California,383134
Take It Back!,Fayetteville,Arkansas,351246
The Wedding,Fayetteville,Arkansas,351246
Listener,Fayetteville,Arkansas,351246
Morgion,Anaheim,California,350365
Buckcherry,Anaheim,California,350365
New Years Day,Anaheim,California,350365
No Doubt,Anaheim,California,350365
Evergreen,Anaheim,California,350365
This Bike Is A Pipe Bomb,Pensacola,Florida,346921
City of Ships,Pensacola,Florida,346921
Lorene Drive,Victorville,California,346789
Face to Face,Victorville,California,346789
Knives Exchanging Hands,Greensboro,North Carolina,343090
Braveyoung,Greensboro,North Carolina,343090
Killwhitneydead,Greensboro,North Carolina,343090
To Speak Of Wolves,Greensboro,North Carolina,343090
Sullivan,Greensboro,North Carolina,343090
Devastation,Corpus Christi,Texas,342464
Continuance,Fort Wayne,Indiana,334122
Saints Never Surrender,Fort Wayne,Indiana,334122
Petra,Fort Wayne,Indiana,334122
Augustana,Santa Ana,California,332318
King 810,Flint,Michigan,332190
Repulsion,Flint,Michigan,332190
Grand Funk Railroad,Flint,Michigan,332190
The Swellers,Flint,Michigan,332190
Greet Death,Flint,Michigan,332190
Jesca Hoop,Santa Rosa,California,324634
Benton Falls,Santa Rosa,California,324634
State Faults,Santa Rosa,California,324634
Edaline,Santa Rosa,California,324634
Steven Seagal,Lansing,Michigan,324286
Hot Mulligan,Lansing,Michigan,324286
The Crucifucks,Lansing,Michigan,324286
Cheap Girls,Lansing,Michigan,324286
For the Fallen Dreams,Lansing,Michigan,324286
Dagon,Lansing,Michigan,324286
Taproot,Ann Arbor,Michigan,322267
The Stooges,Ann Arbor,Michigan,322267
Tally Hall,Ann Arbor,Michigan,322267
Andrew W.K.,Ann Arbor,Michigan,322267
Iggy Pop,Ann Arbor,Michigan,322267
Laughing Hyenas,Ann Arbor,Michigan,322267
Supercontinent,Ann Arbor,Michigan,322267
Brandon Flowers,Henderson,Nevada,320189
Camping In Alaska,Huntsville,Alabama,319249
Northstar,Huntsville,Alabama,319249
Mortal Treason,Huntsville,Alabama,319249
Cassino,Huntsville,Alabama,319249
The Snake The Cross The Crown,Huntsville,Alabama,319249
Candy Claws,Fort Collins,Colorado,312666
Allegaeon,Fort Collins,Colorado,312666
Only Crime,Fort Collins,Colorado,312666
Tickle Me Pink,Fort Collins,Colorado,312666
Daylight Dies,Asheville,North Carolina,312507
Sanctity,Asheville,North Carolina,312507
Wednesday,Asheville,North Carolina,312507
MJ Lenderman,Asheville,North Carolina,312507
Smile Empty Soul,Santa Clarita,California,312446
Sadus,Antioch,California,302419
Copeland,Lakeland,Florida,302284
Swashbuckle,Trenton,New Jersey,290716
For Against,Lincoln,Nebraska,289490
Matthew Sweet,Lincoln,Nebraska,289490
Indian Summer,Springfield,Missouri,288090
All That Remains,Springfield,Missouri,288090
Staind,Springfield,Missouri,288090
Here I Come Falling,Springfield,Missouri,288090
Tony Macalpine,Springfield,Missouri,288090
Someone Still Loves You Boris Yeltsin,Springfield,Missouri,288090
Park,Springfield,Missouri,288090
The Graduate,Springfield,Missouri,288090
Agoraphobic Nosebleed,Springfield,Missouri,288090
King's X,Springfield,Missouri,288090
SQRM,Springfield,Missouri,288090
Jodis,Springfield,Missouri,288090
Joan Osborne,Anchorage,Alaska,288000
36 Crazyfists,Anchorage,Alaska,288000
Polyphia,Plano,Texas,287677
Boz Scaggs,Plano,Texas,287677
Faded Paper Figures,Irvine,California,287401
Thrice,Irvine,California,287401
Young the Giant,Irvine,California,287401
Die Kreuzen,Rockford,Illinois,282762
Cheap Trick,Rockford,Illinois,282762
The Felix Culpa,Rockford,Illinois,282762
The Color Morale,Rockford,Illinois,282762
Joie de Vivre,Rockford,Illinois,282762
Umphrey's McGee,South Bend,Indiana,280498
The Analyst,South Bend,Indiana,280498
Iwrestledabearonce,Shreveport,Louisiana,280062
The Residents,Shreveport,Louisiana,280062
Kenny Wayne Shepherd Band,Shreveport,Louisiana,280062
Kylesa,Savannah,Georgia,276295
Circle Takes the Square,Savannah,Georgia,276295
A Girl A Gun A Ghost,Savannah,Georgia,276295
Black Tusk,Savannah,Georgia,276295
Baroness,Savannah,Georgia,276295
Grace Cathedral Park,Myrtle Beach,South Carolina,275579
Hundredth,Myrtle Beach,South Carolina,275579
Tim Hardin,Eugene,Oregon,273439
Kaddisfly,Eugene,Oregon,273439
YOB,Eugene,Oregon,273439
Relient K,Canton,Ohio,269418
Lovedrug,Canton,Ohio,269418
Buddy Holly,Lubbock,Texas,267648
Kevin Morby,Lubbock,Texas,267648
Rivers of Nihil,Reading,Pennsylvania,267155
Black Crown Initiate,Reading,Pennsylvania,267155
Anberlin,Winter Haven,Florida,267069
Gram Parsons,Winter Haven,Florida,267069
Brother Dege,Lafayette,Louisiana,264357
A Novelist,Lafayette,Louisiana,264357
Givers,Lafayette,Louisiana,264357
Al Di Meola,Jersey City,New Jersey,262075
Nancy Sinatra,Jersey City,New Jersey,262075
Fit for an Autopsy,Jersey City,New Jersey,262075
The Summer Set,Scottsdale,Arizona,258069
Orbs,Scottsdale,Arizona,258069
Chronic Future,Scottsdale,Arizona,258069
Look Mexico,Tallahassee,Florida,257601
Mayday Parade,Tallahassee,Florida,257601
Creed,Tallahassee,Florida,257601
Tom Verlaine,Wilmington,North Carolina,255616
He Is Legend,Wilmington,North Carolina,255616
Weedeater,Wilmington,North Carolina,255616
The Spinto Band,Wilmington,North Carolina,255616
Day Of Suffering,Wilmington,North Carolina,255616
ASG,Wilmington,North Carolina,255616
Corpus Rottus,Wilmington,North Carolina,255616
Trust Company,Montgomery,Alabama,254634
Lydia,Gilbert,Arizona,254114
Scary Kids Scaring Kids,Gilbert,Arizona,254114
Job For A Cowboy,Glendale,Arizona,252381
Knights Of The Abyss,Glendale,Arizona,252381
M. Ward,Glendale,Arizona,252381
Audioslave,Glendale,Arizona,252381
System of a Down,Glendale,Arizona,252381
Strawberry Alarm Clock,Glendale,Arizona,252381
Mae,Norfolk,Virginia,242742
Okay,Fremont,California,241110
The Shaggs,Fremont,California,241110
Dilute,Fremont,California,241110
Ray LaMontagne,Nashua,New Hampshire,233917
Live,York,Pennsylvania,233184
Dax Riggs,Evansville,Indiana,230427
Mock Orange,Evansville,Indiana,230427
The Irish Front,Avondale,Arizona,227289
Jeff Loomis,Appleton,Wisconsin,220570
MxPx,Bremerton,Washington,218400
Jerry Cantrell,Tacoma,Washington,217827
Neko Case,Tacoma,Washington,217827
Seaweed,Tacoma,Washington,217827
Botch,Tacoma,Washington,217827
He Is We,Tacoma,Washington,217827
Harkonen,Tacoma,Washington,217827
The Ventures,Tacoma,Washington,217827
The Sonics,Tacoma,Washington,217827
Geoff Tate,Tacoma,Washington,217827
Anchor and Braille,Kalamazoo,Michigan,215193
The Reptilian,Kalamazoo,Michigan,215193
Thought Industry,Kalamazoo,Michigan,215193
Stepa,Thousand Oaks,California,215029
Strife,Thousand Oaks,California,215029
Hands,Fargo,North Dakota,208675
Battlefields,Fargo,North Dakota,208675
Jonny Lang,Fargo,North Dakota,208675
Aronious,Green Bay,Wisconsin,207557
Toad The Wet Sprocket,Santa Barbara,California,202401
Dishwalla,Santa Barbara,California,202401
Motograter,Santa Barbara,California,202401
Ultraspank,Santa Barbara,California,202401
Dntel,Santa Barbara,California,202401
DevilDriver,Santa Barbara,California,202401
Nekrogoblikon,Santa Barbara,California,202401
Katy Perry,Santa Barbara,California,202401
Snot,Santa Barbara,California,202401
Bad Astronaut,Santa Barbara,California,202401
Sugarcult,Santa Barbara,California,202401
Pressure 4-5,Santa Barbara,California,202401
Tom Petty and the Heartbreakers,Gainesville,Florida,202335
Dikembe,Gainesville,Florida,202335
Negative Plane,Gainesville,Florida,202335
Mudcrutch,Gainesville,Florida,202335
The Draft,Gainesville,Florida,202335
Laura Jane Grace,Gainesville,Florida,202335
The Mercury Program,Gainesville,Florida,202335
Tom Petty,Gainesville,Florida,202335
Hot Water Music,Gainesville,Florida,202335
Less Than Jake,Gainesville,Florida,202335
I Hate Myself,Gainesville,Florida,202335
The Microphones,Olympia,Washington,200915
RVIVR,Olympia,Washington,200915
Broken Water,Olympia,Washington,200915
Fauna,Olympia,Washington,200915
Wolves in the Throne Room,Olympia,Washington,200915
Beat Happening,Olympia,Washington,200915
Earth,Olympia,Washington,200915
Sleater-Kinney,Olympia,Washington,200915
Lamp of Murmuur,Olympia,Washington,200915
Heavens to Betsy,Olympia,Washington,200915
Bacchus,Olympia,Washington,200915
Team Dresch,Olympia,Washington,200915
Lync,Olympia,Washington,200915
Bratmobile,Olympia,Washington,200915
Kidcrash,Olympia,Washington,200915
Bikini Kill,Olympia,Washington,200915
The Halo Benders,Olympia,Washington,200915
Immolation,Yonkers,New York,200370
Malignancy,Yonkers,New York,200370
Mortician,Yonkers,New York,200370
The Vandals,Huntington Beach,California,199223
Suburban Legends,Huntington Beach,California,199223
Matt Costa,Huntington Beach,California,199223
Reel Big Fish,Huntington Beach,California,199223
Hellogoodbye,Huntington Beach,California,199223
Leatherwolf,Huntington Beach,California,199223
Avenged Sevenfold,Huntington Beach,California,199223
Take The Crown,Huntington Beach,California,199223
At the Skylines,Huntington Beach,California,199223
Guttermouth,Huntington Beach,California,199223
Trouble,Aurora,Illinois,197757
Lycia,Tempe,Arizona,195805
Unruh,Tempe,Arizona,195805
Vektor,Tempe,Arizona,195805
The Refreshments,Tempe,Arizona,195805
Gin Blossoms,Tempe,Arizona,195805
Light Dweller,Tempe,Arizona,195805
Eyes Set to Kill,Tempe,Arizona,195805
Psychostick,Tempe,Arizona,195805
The Maine,Tempe,Arizona,195805
Ashlee Simpson,Waco,Texas,192315
Sammy Hagar,Salinas,California,190972
Sinking Steps...Rising Eyes,Sioux Falls,South Dakota,187239
EMA,Sioux Falls,South Dakota,187239
Nodes of Ranvier,Sioux Falls,South Dakota,187239
The Spill Canvas,Sioux Falls,South Dakota,187239
The Blinding Light,Sioux Falls,South Dakota,187239
Kix,Hagerstown,Maryland,184755
War of Ages,Erie,Pennsylvania,184484
Coma Cinema,Spartanburg,South Carolina,182701
The Marshall Tucker Band,Spartanburg,South Carolina,182701
You'll Live,Fort Lauderdale,Florida,182437
Hellwitch,Fort Lauderdale,Florida,182437
Into the Moat,Fort Lauderdale,Florida,182437
Marilyn Manson,Fort Lauderdale,Florida,182437
Monstrosity,Fort Lauderdale,Florida,182437
Remembering Never,Fort Lauderdale,Florida,182437
Jack Off Jill,Fort Lauderdale,Florida,182437
Gouge Away,Fort Lauderdale,Florida,182437
Nonpoint,Fort Lauderdale,Florida,182437
The Tony Danza Tapdance Extravaganza,Murfreesboro,Tennessee,179951
The Protomen,Murfreesboro,Tennessee,179951
The Ascendicate,High Point,North Carolina,179913
Robert Cray,Newport News,Virginia,179225
Her Demise My Rise,Rancho Cucamonga,California,177603
Rufio,Rancho Cucamonga,California,177603
Brain Drill,Santa Cruz,California,176428
The Taste Of Blood,Santa Cruz,California,176428
Leucosis,Santa Cruz,California,176428
Estradasphere,Santa Cruz,California,176428
Fleshwrought,Santa Cruz,California,176428
Decrepit Birth,Santa Cruz,California,176428
The Expendables,Santa Cruz,California,176428
Yaphet Kotto,Santa Cruz,California,176428
Son of Aurelius,Santa Cruz,California,176428
Good Riddance,Santa Cruz,California,176428
Arsonists Get All the Girls,Santa Cruz,California,176428
Flesh Consumed,Santa Cruz,California,176428
Comets on Fire,Santa Cruz,California,176428
Sleepy Sun,Santa Cruz,California,176428
Fell Voices,Santa Cruz,California,176428
The Devil Makes Three,Santa Cruz,California,176428
Youth of Today,Danbury,Connecticut,176030
A Change Of Pace,Peoria,Arizona,175961
The Format,Peoria,Arizona,175961
Mudvayne,Peoria,Arizona,175961
Minsk,Peoria,Arizona,175961
Planes Mistaken for Stars,Peoria,Arizona,175961
Dan Fogelberg,Peoria,Arizona,175961
The Forecast,Peoria,Arizona,175961
Focal Point,Elk Grove,California,174775
The Offspring,Garden Grove,California,171644
Underneath The Gun,Corona,California,169868
Honeywell,Corona,California,169868
A Day To Remember,Ocala,Florida,169383
Wage War,Ocala,Florida,169383
Short Bus Pile Up,Fredericksburg,Virginia,168909
Infant Island,Fredericksburg,Virginia,168909
Jack Rose,Fredericksburg,Virginia,168909
El Grupo Nuevo de Omar Rodriguez Lopez,Bayamón,Puerto Rico,161034
Hum,Champaign,Illinois,159443
Starcastle,Champaign,Illinois,159443
Braid,Champaign,Illinois,159443
Poster Children,Champaign,Illinois,159443
Castor,Champaign,Illinois,159443
REO Speedwagon,Champaign,Illinois,159443
Probot,Alexandria,Virginia,159428
Scream,Alexandria,Virginia,159428
Pig Destroyer,Alexandria,Virginia,159428
Pentagram,Alexandria,Virginia,159428
ABACABB,Alexandria,Virginia,159428
Akhlys,Lakewood,Colorado,157935
Lucinda Williams,Lake Charles,Louisiana,156181
Dead Man In Reno,Tuscaloosa,Alabama,155499
Janis Joplin,Port Arthur,Texas,154468
